dt,AverageTemperature,AverageTemperatureUncertainty,State,Country
1/09/1933,19.442,0.395,Western Australia,Australia
1/10/1933,22.728,0.23,Western Australia,Australia
1/11/1933,25.262,0.318,Western Australia,Australia
1/12/1933,27.486,0.233,Western Australia,Australia
1/01/1934,29.72,0.366,Western Australia,Australia
1/02/1934,29.641,0.475,Western Australia,Australia
1/03/1934,26.131,0.293,Western Australia,Australia
1/04/1934,21.569,0.181,Western Australia,Australia
1/05/1934,19.605,0.334,Western Australia,Australia
1/06/1934,15.075,0.176,Western Australia,Australia
1/07/1934,14.132,0.323,Western Australia,Australia
1/08/1934,16.341,0.209,Western Australia,Australia
1/09/1934,19.722,0.221,Western Australia,Australia
1/10/1934,22.186,0.291,Western Australia,Australia
1/11/1934,24.328,0.416,Western Australia,Australia
1/12/1934,27.67,0.311,Western Australia,Australia
1/01/1935,28.239,0.371,Western Australia,Australia
1/02/1935,27.986,0.284,Western Australia,Australia
1/03/1935,25.942,0.384,Western Australia,Australia
1/04/1935,21.977,0.225,Western Australia,Australia
1/05/1935,18.547,0.326,Western Australia,Australia
1/06/1935,14.179,0.213,Western Australia,Australia
1/07/1935,14.192,0.196,Western Australia,Australia
1/08/1935,16.433,0.198,Western Australia,Australia
1/09/1935,18.956,0.266,Western Australia,Australia
1/10/1935,22.122,0.281,Western Australia,Australia
1/11/1935,26.688,0.369,Western Australia,Australia
1/12/1935,27.708,0.26,Western Australia,Australia
1/01/1936,29.216,0.49,Western Australia,Australia
1/02/1936,28.81,0.486,Western Australia,Australia
1/03/1936,27.435,0.289,Western Australia,Australia
1/04/1936,22.83,0.202,Western Australia,Australia
1/05/1936,18.207,0.299,Western Australia,Australia
1/06/1936,14.886,0.329,Western Australia,Australia
1/07/1936,15.18,0.215,Western Australia,Australia
1/08/1936,18.091,0.278,Western Australia,Australia
1/09/1936,20.566,0.254,Western Australia,Australia
1/10/1936,23.312,0.382,Western Australia,Australia
1/11/1936,26.826,0.314,Western Australia,Australia
1/12/1936,28.307,0.221,Western Australia,Australia
1/01/1937,27.486,0.259,Western Australia,Australia
1/02/1937,28.67,0.498,Western Australia,Australia
1/03/1937,26.914,0.304,Western Australia,Australia
1/04/1937,22.75,0.257,Western Australia,Australia
1/05/1937,19.343,0.285,Western Australia,Australia
1/06/1937,15.475,0.183,Western Australia,Australia
1/07/1937,13.639,0.297,Western Australia,Australia
1/08/1937,15.805,0.335,Western Australia,Australia
1/09/1937,19.31,0.226,Western Australia,Australia
1/10/1937,23.804,0.14,Western Australia,Australia
1/11/1937,26.83,0.312,Western Australia,Australia
1/12/1937,27.887,0.292,Western Australia,Australia
1/01/1938,27.841,0.37,Western Australia,Australia
1/02/1938,27.893,0.427,Western Australia,Australia
1/03/1938,27.555,0.265,Western Australia,Australia
1/04/1938,23.798,0.37,Western Australia,Australia
1/05/1938,19.605,0.476,Western Australia,Australia
1/06/1938,15.422,0.195,Western Australia,Australia
1/07/1938,14.637,0.295,Western Australia,Australia
1/08/1938,16.384,0.257,Western Australia,Australia
1/09/1938,20.88,0.445,Western Australia,Australia
1/10/1938,24.01,0.339,Western Australia,Australia
1/11/1938,27.332,0.208,Western Australia,Australia
1/12/1938,29.178,0.218,Western Australia,Australia
1/01/1939,28.223,0.263,Western Australia,Australia
1/02/1939,28.434,0.282,Western Australia,Australia
1/03/1939,26.505,0.302,Western Australia,Australia
1/04/1939,23.318,0.173,Western Australia,Australia
1/05/1939,19.54,0.212,Western Australia,Australia
1/06/1939,15.326,0.216,Western Australia,Australia
1/07/1939,13.728,0.223,Western Australia,Australia
1/08/1939,15.645,0.247,Western Australia,Australia
1/09/1939,19.717,0.235,Western Australia,Australia
1/10/1939,22.554,0.193,Western Australia,Australia
1/11/1939,24.975,0.275,Western Australia,Australia
1/12/1939,28.258,0.281,Western Australia,Australia
1/01/1940,28.191,0.424,Western Australia,Australia
1/02/1940,28.548,0.274,Western Australia,Australia
1/03/1940,27.91,0.244,Western Australia,Australia
1/04/1940,22.144,0.267,Western Australia,Australia
1/05/1940,17.639,0.192,Western Australia,Australia
1/06/1940,16.337,0.282,Western Australia,Australia
1/07/1940,14.968,0.25,Western Australia,Australia
1/08/1940,17.429,0.19,Western Australia,Australia
1/09/1940,20.671,0.248,Western Australia,Australia
1/10/1940,24.21,0.207,Western Australia,Australia
1/11/1940,25.732,0.236,Western Australia,Australia
1/12/1940,28.171,0.249,Western Australia,Australia
1/01/1941,28.276,0.315,Western Australia,Australia
1/02/1941,29.066,0.387,Western Australia,Australia
1/03/1941,25.505,0.248,Western Australia,Australia
1/04/1941,23.629,0.14,Western Australia,Australia
1/05/1941,19.269,0.297,Western Australia,Australia
1/06/1941,15.658,0.17,Western Australia,Australia
1/07/1941,15.703,0.279,Western Australia,Australia
1/08/1941,16.893,0.197,Western Australia,Australia
1/09/1941,19.619,0.212,Western Australia,Australia
1/10/1941,21.891,0.378,Western Australia,Australia
1/11/1941,26.33,0.363,Western Australia,Australia
1/12/1941,28.411,0.228,Western Australia,Australia
1/01/1942,27.457,0.283,Western Australia,Australia
1/02/1942,26.447,0.363,Western Australia,Australia
1/03/1942,25.826,0.369,Western Australia,Australia
1/04/1942,22.316,0.276,Western Australia,Australia
1/05/1942,19.39,0.291,Western Australia,Australia
1/06/1942,15.598,0.258,Western Australia,Australia
1/07/1942,14.392,0.346,Western Australia,Australia
1/08/1942,17.189,0.263,Western Australia,Australia
1/09/1942,20.17,0.223,Western Australia,Australia
1/10/1942,22.376,0.258,Western Australia,Australia
1/11/1942,25.927,0.215,Western Australia,Australia
1/12/1942,27.405,0.306,Western Australia,Australia
1/01/1943,28.808,0.363,Western Australia,Australia
1/02/1943,27.268,0.242,Western Australia,Australia
1/03/1943,27.261,0.502,Western Australia,Australia
1/04/1943,22.618,0.36,Western Australia,Australia
1/05/1943,17.879,0.279,Western Australia,Australia
1/06/1943,15.061,0.381,Western Australia,Australia
1/07/1943,13.86,0.353,Western Australia,Australia
1/08/1943,15.711,0.315,Western Australia,Australia
1/09/1943,19.259,0.372,Western Australia,Australia
1/10/1943,22.868,0.397,Western Australia,Australia
1/11/1943,25.382,0.254,Western Australia,Australia
1/12/1943,27.886,0.292,Western Australia,Australia
1/01/1944,29.332,0.219,Western Australia,Australia
1/02/1944,28.241,0.263,Western Australia,Australia
1/03/1944,26.752,0.256,Western Australia,Australia
1/04/1944,22.424,0.177,Western Australia,Australia
1/05/1944,17.553,0.158,Western Australia,Australia
1/06/1944,15.222,0.288,Western Australia,Australia
1/07/1944,14.735,0.222,Western Australia,Australia
1/08/1944,17.02,0.365,Western Australia,Australia
1/09/1944,21.179,0.249,Western Australia,Australia
1/10/1944,23.854,0.241,Western Australia,Australia
1/11/1944,27.101,0.224,Western Australia,Australia
1/12/1944,26.786,0.171,Western Australia,Australia
1/01/1945,28.095,0.304,Western Australia,Australia
1/02/1945,28.05,0.338,Western Australia,Australia
1/03/1945,26.459,0.17,Western Australia,Australia
1/04/1945,24.346,0.212,Western Australia,Australia
1/05/1945,19.061,0.246,Western Australia,Australia
1/06/1945,16.652,0.224,Western Australia,Australia
1/07/1945,14.241,0.338,Western Australia,Australia
1/08/1945,17.471,0.207,Western Australia,Australia
1/09/1945,19.341,0.221,Western Australia,Australia
1/10/1945,22.16,0.246,Western Australia,Australia
1/11/1945,25.767,0.199,Western Australia,Australia
1/12/1945,27.615,0.318,Western Australia,Australia
1/01/1946,28.541,0.303,Western Australia,Australia
1/02/1946,26.114,0.397,Western Australia,Australia
1/03/1946,25.349,0.183,Western Australia,Australia
1/04/1946,21.694,0.254,Western Australia,Australia
1/05/1946,19.325,0.225,Western Australia,Australia
1/06/1946,14.728,0.334,Western Australia,Australia
1/07/1946,15.435,0.227,Western Australia,Australia
1/08/1946,16.988,0.352,Western Australia,Australia
1/09/1946,20.047,0.221,Western Australia,Australia
1/10/1946,23.192,0.309,Western Australia,Australia
1/11/1946,24.816,0.169,Western Australia,Australia
1/12/1946,27.798,0.23,Western Australia,Australia
1/01/1947,29.321,0.344,Western Australia,Australia
1/02/1947,28.828,0.185,Western Australia,Australia
1/03/1947,25.845,0.342,Western Australia,Australia
1/04/1947,22.399,0.195,Western Australia,Australia
1/05/1947,18.63,0.261,Western Australia,Australia
1/06/1947,16.851,0.189,Western Australia,Australia
1/07/1947,15.427,0.2,Western Australia,Australia
1/08/1947,16.461,0.282,Western Australia,Australia
1/09/1947,19.004,0.236,Western Australia,Australia
1/10/1947,21.562,0.293,Western Australia,Australia
1/11/1947,25.448,0.462,Western Australia,Australia
1/12/1947,27.184,0.325,Western Australia,Australia
1/01/1948,28.804,0.275,Western Australia,Australia
1/02/1948,28.203,0.182,Western Australia,Australia
1/03/1948,26.126,0.228,Western Australia,Australia
1/04/1948,21.921,0.316,Western Australia,Australia
1/05/1948,18.561,0.287,Western Australia,Australia
1/06/1948,15.19,0.278,Western Australia,Australia
1/07/1948,14.832,0.25,Western Australia,Australia
1/08/1948,17.215,0.281,Western Australia,Australia
1/09/1948,20.054,0.153,Western Australia,Australia
1/10/1948,23.532,0.204,Western Australia,Australia
